sample,total_count,population,count,percentage
sample00108,97245,cd8_t_cell,27559,28.339760398992237
sample00108,97245,cd4_t_cell,26215,26.957684199701784
sample00108,97245,nk_cell,17005,17.486760244742662
sample00108,97245,monocyte,21483,22.09162424803332
sample00109,104944,b_cell,13509,12.87257966153377
sample00109,104944,cd8_t_cell,20448,19.48467754230828
sample00109,104944,cd4_t_cell,37336,35.57706967525537
sample00109,104944,nk_cell,19606,18.682344869644762
sample00109,104944,monocyte,14045,13.383328251257813
sample00110,97311,b_cell,11477,11.794144546865205
sample00110,97311,cd8_t_cell,23447,24.09491218875564
sample00110,97311,cd4_t_cell,34048,34.98885018137723
sample00110,97311,nk_cell,13382,13.751785512429223
sample00110,97311,monocyte,14957,15.3703075705727
sample00111,102821,b_cell,15992,15.553243014559282
sample00111,102821,cd8_t_cell,23376,22.73465537195709
sample00111,102821,cd4_t_cell,35615,34.63786580562336
sample00111,102821,nk_cell,15400,14.977485144085351
sample00111,102821,monocyte,12438,12.096750663774909
sample00112,99754,b_cell,8100,8.11997513884155
sample00112,99754,cd8_t_cell,25296,25.358381618782204
sample00112,99754,cd4_t_cell,32544,32.62425566894561
sample00112,99754,nk_cell,12267,12.297251238045591
sample00112,99754,monocyte,21547,21.60013633538505
sample00113,108308,b_cell,8777,8.103741182553458
sample00113,108308,cd8_t_cell,28919,26.700705395723308
sample00113,108308,cd4_t_cell,33746,31.157439893636667
sample00113,108308,nk_cell,10391,9.59393581268235
sample00113,108308,monocyte,26475,24.44417771540422
sample00114,106352,b_cell,13741,12.920302392056566
sample00114,106352,cd8_t_cell,28857,27.13348126974575
sample00114,106352,cd4_t_cell,31383,29.50861290807883
sample00114,106352,nk_cell,18088,17.0076726342711
sample00114,106352,monocyte,14283,13.429930795847751
sample00115,92639,b_cell,5722,6.176664255874956
sample00115,92639,cd8_t_cell,23044,24.875052623625038
sample00115,92639,cd4_t_cell,29410,31.746888459504095
sample00115,92639,nk_cell,15162,16.366756981400922
sample00115,92639,monocyte,19301,20.834637679594987
sample00116,99836,b_cell,6304,6.314355543090668
sample00116,99836,cd8_t_cell,18835,18.865940141832606
sample00116,99836,cd4_t_cell,39506,39.57089626988261
sample00116,99836,nk_cell,19426,19.457910973997354
sample00116,99836,monocyte,15765,15.790897071196763
sample00117,93271,b_cell,8561,9.178630013616237
sample00117,93271,cd8_t_cell,28864,30.946382048010637
sample00117,93271,cd4_t_cell,23471,25.16430616161508
sample00117,93271,nk_cell,13853,14.852419294314418
sample00117,93271,monocyte,18522,19.85826248244363
sample00118,96176,b_cell,8314,8.644568291465646
sample00118,96176,cd8_t_cell,28113,29.23078522708368
sample00118,96176,cd4_t_cell,26165,27.20533189153219
sample00118,96176,nk_cell,17439,18.132382299118284
sample00118,96176,monocyte,16145,16.7869322908002
sample00119,109329,b_cell,10519,9.621417922051789
sample00119,109329,cd8_t_cell,24245,22.176183812163288
sample00119,109329,cd4_t_cell,29357,26.851978889407203
sample00119,109329,nk_cell,15664,14.327397122446927
sample00119,109329,monocyte,29544,27.023022253930797
sample00120,99469,b_cell,5301,5.329298575435563
sample00120,99469,cd8_t_cell,25850,25.98799626014135
sample00120,99469,cd4_t_cell,28293,28.444037840935366
sample00120,99469,nk_cell,18999,19.100423247443928
sample00120,99469,monocyte,21026,21.138244076043794
sample00121,100448,b_cell,6109,6.081753743230328
sample00121,100448,cd8_t_cell,23796,23.68986938515451
sample00121,100448,cd4_t_cell,28027,27.901999044281617
sample00121,100448,nk_cell,18883,18.798781459063395
sample00121,100448,monocyte,23633,23.52759636827015
sample00122,102361,b_cell,9758,9.532927579839978
sample00122,102361,cd8_t_cell,28775,28.11129238674886
sample00122,102361,cd4_t_cell,31029,30.313302918103574
sample00122,102361,nk_cell,11544,11.277732730239055
sample00122,102361,monocyte,21255,20.764744385068532
sample00123,101404,b_cell,8588,8.469093921344326
sample00123,101404,cd8_t_cell,26624,26.255374541438208
sample00123,101404,cd4_t_cell,29889,29.47516863240109
sample00123,101404,nk_cell,17161,16.923395526803677
sample00123,101404,monocyte,19142,18.8769673780127
sample00124,91040,b_cell,7220,7.930579964850615
sample00124,91040,cd8_t_cell,23608,25.93145869947276
sample00124,91040,cd4_t_cell,28332,31.120386643233743
sample00124,91040,nk_cell,12327,13.540202108963094
sample00124,91040,monocyte,19553,21.477372583479788
sample00125,108174,b_cell,18039,16.67591103222586
sample00125,108174,cd8_t_cell,34464,31.859781463198182
sample00125,108174,cd4_t_cell,27052,25.007857710725315
sample00125,108174,nk_cell,13365,12.35509456985967
sample00125,108174,monocyte,15254,14.101355223990977
sample00126,93769,b_cell,8794,9.37836598449381
sample00126,93769,cd8_t_cell,21622,23.058793417867314
sample00126,93769,cd4_t_cell,29419,31.373908221267158
sample00126,93769,nk_cell,12852,13.706022246158112
sample00126,93769,monocyte,21082,22.48291013021361
sample00127,105638,b_cell,12536,11.866941820178345
sample00127,105638,cd8_t_cell,25347,23.994206630189893
sample00127,105638,cd4_t_cell,24468,23.16211969177758
sample00127,105638,nk_cell,19839,18.780173801094303
sample00127,105638,monocyte,23448,22.196558056759876
sample00128,102875,b_cell,10257,9.970352369380317
sample00128,102875,cd8_t_cell,31155,30.284325637910086
sample00128,102875,cd4_t_cell,24291,23.612150668286755
sample00128,102875,nk_cell,16425,15.965978128797083
sample00128,102875,monocyte,20747,20.16719319562576
sample00129,97799,b_cell,8578,8.77105082874058
sample00129,97799,cd8_t_cell,24695,25.2507694352703
sample00129,97799,cd4_t_cell,33812,34.57295064366711
sample00129,97799,nk_cell,12222,12.497060297140052
sample00129,97799,monocyte,18492,18.908168795181954
sample00130,110509,b_cell,9491,8.588440760481047
sample00130,110509,cd8_t_cell,20874,18.888959270285678
sample00130,110509,cd4_t_cell,29379,26.585165009184774
sample00130,110509,nk_cell,29957,27.10819933218109
sample00130,110509,monocyte,20808,18.829235627867412
sample00131,94983,b_cell,13475,14.186749207752966
sample00131,94983,cd8_t_cell,19647,20.684754113894066
sample00131,94983,cd4_t_cell,33782,35.56636450733289
sample00131,94983,nk_cell,12269,12.917048313908804
sample00131,94983,monocyte,15810,16.645083857111274
sample00132,104383,b_cell,12071,11.56414358659935
sample00132,104383,cd8_t_cell,22953,21.98921280285104
sample00132,104383,cd4_t_cell,37366,35.797016755601966
sample00132,104383,nk_cell,10838,10.382916758475996
sample00132,104383,monocyte,21155,20.26671009647165
sample00133,103248,b_cell,8998,8.714938788160545
sample00133,103248,cd8_t_cell,30577,29.615101503176817
sample00133,103248,cd4_t_cell,39154,37.922284208895086
sample00133,103248,nk_cell,8310,8.048582054858205
sample00133,103248,monocyte,16209,15.699093444909344
sample00134,94929,b_cell,5345,5.6305238652045215
sample00134,94929,cd8_t_cell,19854,20.91457826375502
sample00134,94929,cd4_t_cell,21093,22.219764244856684
sample00134,94929,nk_cell,19431,20.468982081345004
sample00134,94929,monocyte,29206,30.766151544838774
sample00135,111728,b_cell,6364,5.6959759415723905
sample00135,111728,cd8_t_cell,30479,27.279643419733638
sample00135,111728,cd4_t_cell,33379,29.875232708005154
sample00135,111728,nk_cell,21472,19.21810110267793
sample00135,111728,monocyte,20034,17.931046828010885
sample00136,105539,b_cell,9477,8.979618908649883
sample00136,105539,cd8_t_cell,24510,23.22364244497295
sample00136,105539,cd4_t_cell,36775,34.84493883777561
sample00136,105539,nk_cell,15303,14.4998531348601
sample00136,105539,monocyte,19474,18.45194667374146
sample00137,103610,b_cell,13112,12.65514911688061
sample00137,103610,cd8_t_cell,27662,26.69819515490783
sample00137,103610,cd4_t_cell,34563,33.35874915548692
sample00137,103610,nk_cell,9519,9.187337129620692
sample00137,103610,monocyte,18754,18.100569443103947
sample00138,93142,b_cell,10705,11.493203925189496
sample00138,93142,cd8_t_cell,24949,26.78598269309227
sample00138,93142,cd4_t_cell,26058,27.976637821820447
sample00138,93142,nk_cell,14575,15.648150136350948
sample00138,93142,monocyte,16855,18.09602542354684
sample00139,98502,b_cell,8256,8.381555704452701
sample00139,98502,cd8_t_cell,27913,28.337495685366793
sample00139,98502,cd4_t_cell,32718,33.21556922702077
sample00139,98502,nk_cell,13985,14.197681265355017
sample00139,98502,monocyte,15630,15.867698117804714
sample00140,94698,b_cell,10349,10.928425098734925
sample00140,94698,cd8_t_cell,26253,27.722866375213837
sample00140,94698,cd4_t_cell,23476,24.790386280597268
sample00140,94698,nk_cell,16992,17.943356776278275
sample00140,94698,monocyte,17628,18.614965469175694
sample00141,103696,b_cell,4896,4.721493596667181
sample00141,103696,cd8_t_cell,28642,27.621123283443914
sample00141,103696,cd4_t_cell,35662,34.390911896312296
sample00141,103696,nk_cell,13171,12.701550686622435
sample00141,103696,monocyte,21325,20.564920536954173
sample00142,98991,b_cell,10372,10.477720196785567
sample00142,98991,cd8_t_cell,26865,27.138830802800253
sample00142,98991,cd4_t_cell,32331,32.66054489802103
sample00142,98991,nk_cell,12124,12.24757806265216
sample00142,98991,monocyte,17299,17.475326039740988
sample00143,95184,b_cell,7954,8.356446461590183
sample00143,95184,cd8_t_cell,32400,34.039334341906205
sample00143,95184,cd4_t_cell,24873,26.1314926878467
sample00143,95184,nk_cell,19369,20.349008236678433
sample00143,95184,monocyte,10588,11.123718271978484
sample00144,98439,b_cell,7857,7.981592661445159
sample00144,98439,cd8_t_cell,37150,37.73910746756875
sample00144,98439,cd4_t_cell,27371,27.80503662166418
sample00144,98439,nk_cell,8182,8.311746360690377
sample00144,98439,monocyte,17879,18.16251688863154
sample00145,96711,b_cell,9816,10.149827837577938
sample00145,96711,cd8_t_cell,27212,28.13744041525783
sample00145,96711,cd4_t_cell,24589,25.425236012449464
sample00145,96711,nk_cell,18544,19.1746543826452
sample00145,96711,monocyte,16550,17.11284135206957
sample00146,108534,b_cell,1835,1.690714430501041
sample00146,108534,cd8_t_cell,32579,30.017321760922844
sample00146,108534,cd4_t_cell,40424,37.24547146516299
sample00146,108534,nk_cell,9906,9.127093813920062
sample00146,108534,monocyte,23790,21.919398529493062
sample00147,107835,b_cell,9384,8.70218389205731
sample00147,107835,cd8_t_cell,27312,25.327583808596465
sample00147,107835,cd4_t_cell,35855,33.24987249037882
sample00147,107835,nk_cell,12925,11.985904390967683
sample00147,107835,monocyte,22359,20.734455417999722
sample00148,95497,b_cell,12464,13.051718902164465
sample00148,95497,cd8_t_cell,24484,25.638501733038733
sample00148,95497,cd4_t_cell,27844,29.156936867126717
sample00148,95497,nk_cell,16625,17.408923840539494
sample00148,95497,monocyte,14080,14.74391865713059
sample00149,106825,b_cell,7999,7.487947577814182
sample00149,106825,cd8_t_cell,30839,28.868710507839925
sample00149,106825,cd4_t_cell,31822,29.78890709103674
sample00149,106825,nk_cell,18101,16.94453545518371
sample00149,106825,monocyte,18064,16.909899368125437
sample00150,90252,b_cell,6574,7.284049106944998
sample00150,90252,cd8_t_cell,23193,25.698045472676505
sample00150,90252,cd4_t_cell,30706,34.02251473651553
sample00150,90252,nk_cell,9234,10.231352213801356
sample00150,90252,monocyte,20545,22.764038470061607
sample00151,94188,b_cell,10045,10.664840531702552
sample00151,94188,cd8_t_cell,25079,26.62653416571113
sample00151,94188,cd4_t_cell,19743,20.961268951458784
sample00151,94188,nk_cell,21948,23.30233150719837
sample00151,94188,monocyte,17373,18.44502484392916
sample00152,101748,b_cell,10029,9.85670480009435
sample00152,101748,cd8_t_cell,23103,22.70609741714825
sample00152,101748,cd4_t_cell,34480,33.887643983174115
sample00152,101748,nk_cell,16235,15.956087588945238
sample00152,101748,monocyte,17901,17.59346621063805
sample00153,105449,b_cell,12772,12.112016235336514
sample00153,105449,cd8_t_cell,27496,26.07516429743288
sample00153,105449,cd4_t_cell,30009,28.45830685924001
sample00153,105449,nk_cell,18319,17.372379064761166
sample00153,105449,monocyte,16853,15.982133543229429
sample00154,98244,b_cell,4851,4.937706119457677
sample00154,98244,cd8_t_cell,29394,29.919384389886407
sample00154,98244,cd4_t_cell,29002,29.520377834778714
sample00154,98244,nk_cell,20254,20.61601726314075
sample00154,98244,monocyte,14743,15.006514392736452
sample00155,98358,b_cell,9098,9.249883080176499
sample00155,98358,cd8_t_cell,31146,31.66595498078448
sample00155,98358,cd4_t_cell,29519,30.01179365176193
sample00155,98358,nk_cell,15004,15.25447853758718
sample00155,98358,monocyte,13591,13.817889749689908
sample00156,95669,b_cell,12105,12.653001494737062
sample00156,95669,cd8_t_cell,22220,23.225914350521066
sample00156,95669,cd4_t_cell,25294,26.43907639883348
sample00156,95669,nk_cell,14077,14.714275261578987
sample00156,95669,monocyte,21973,22.967732494329407
sample00157,107396,b_cell,12798,11.916644940221238
sample00157,107396,cd8_t_cell,29712,27.665834854184514
sample00157,107396,cd4_t_cell,25824,24.045588290066668
sample00157,107396,nk_cell,15303,14.249134045960744
sample00157,107396,monocyte,23759,22.12279786956684
sample00158,99524,b_cell,9304,9.348498854547646
sample00158,99524,cd8_t_cell,28693,28.830231903862384
sample00158,99524,cd4_t_cell,30837,30.984486154093485
sample00158,99524,nk_cell,16219,16.296571681202526
sample00158,99524,monocyte,14471,14.54021140629396
sample00159,108497,b_cell,10899,10.045439044397542
sample00159,108497,cd8_t_cell,30942,28.518760887397807
sample00159,108497,cd4_t_cell,37159,34.24887324073477
sample00159,108497,nk_cell,11928,10.993852364581508
sample00159,108497,monocyte,17569,16.193074462888376
sample00160,108795,b_cell,4919,4.521347488395606
sample00160,108795,cd8_t_cell,30893,28.39560641573602
sample00160,108795,cd4_t_cell,37824,34.76630359851096
sample00160,108795,nk_cell,15030,13.81497311457328
sample00160,108795,monocyte,20129,18.501769382784136
sample00161,108402,b_cell,11706,10.798693751037804
sample00161,108402,cd8_t_cell,27113,25.011531152561762
sample00161,108402,cd4_t_cell,27508,25.375915573513403
sample00161,108402,nk_cell,23555,21.72930388738215
sample00161,108402,monocyte,18520,17.08455563550488
sample00162,102499,b_cell,12077,11.782553976136352
sample00162,102499,cd8_t_cell,25698,25.071464111844993
sample00162,102499,cd4_t_cell,34285,33.44910682055435
sample00162,102499,nk_cell,14585,14.229407116166987
sample00162,102499,monocyte,15854,15.46746797529732
sample00163,104732,b_cell,11351,10.838139250658825
sample00163,104732,cd8_t_cell,28692,27.395638391322613
sample00163,104732,cd4_t_cell,37866,36.1551388305389
sample00163,104732,nk_cell,8485,8.10163082916396
sample00163,104732,monocyte,18338,17.5094526983157
sample00164,100756,b_cell,11872,11.782921116360315
sample00164,100756,cd8_t_cell,26866,26.664417007423875
sample00164,100756,cd4_t_cell,29156,28.937234507126128
sample00164,100756,nk_cell,8636,8.57120171503434
sample00164,100756,monocyte,24226,24.044225654055342
sample00165,111486,b_cell,11804,10.587876504673233
sample00165,111486,cd8_t_cell,19245,17.262257144394813
sample00165,111486,cd4_t_cell,35119,31.500816245986044
sample00165,111486,nk_cell,23862,21.4035843065497
sample00165,111486,monocyte,21456,19.24546579839621
sample00166,111770,b_cell,9198,8.229399660016105
sample00166,111770,cd8_t_cell,21433,19.17598640064418
sample00166,111770,cd4_t_cell,33200,29.703856133130536
sample00166,111770,nk_cell,21756,19.464972711818913
sample00166,111770,monocyte,26183,23.425785094390267
sample00167,108425,b_cell,9538,8.796864191837676
sample00167,108425,cd8_t_cell,40134,37.01544846668204
sample00167,108425,cd4_t_cell,26658,24.58658058565829
sample00167,108425,nk_cell,12901,11.89854738298363
sample00167,108425,monocyte,19194,17.70255937283837
sample00168,102412,b_cell,8186,7.993203921415459
sample00168,102412,cd8_t_cell,32947,32.17103464437761
sample00168,102412,cd4_t_cell,30370,29.654727961567005
sample00168,102412,nk_cell,18642,18.202944967386635
sample00168,102412,monocyte,12267,11.978088505253291
sample00169,93829,b_cell,8106,8.639120101461168
sample00169,93829,cd8_t_cell,23215,24.741817561734646
sample00169,93829,cd4_t_cell,33236,35.4218844920014
sample00169,93829,nk_cell,14682,15.647614277035885
sample00169,93829,monocyte,14590,15.549563567766896
sample00170,98457,b_cell,7984,8.10912377992423
sample00170,98457,cd8_t_cell,25161,25.555318565465125
sample00170,98457,cd4_t_cell,26639,27.05648150969459
sample00170,98457,nk_cell,14178,14.400195008988696
sample00170,98457,monocyte,24495,24.878881135927358
sample00171,92121,b_cell,11525,12.510719597051704
sample00171,92121,cd8_t_cell,23390,25.390518991326626
sample00171,92121,cd4_t_cell,22299,24.206207053766242
sample00171,92121,nk_cell,14118,15.325495815286416
sample00171,92121,monocyte,20789,22.56705854256901
sample00172,94096,b_cell,11364,12.077027716374767
sample00172,94096,cd8_t_cell,23176,24.630164937935724
sample00172,94096,cd4_t_cell,28674,30.47313382077878
